,auctionName,auctionId,auctionDate
3022,The Jewellery Collection of the Late Michael Wellby: An Eclectic Eye - Jewels Spanning Four Centuries,the-jewellery-collection-of-the-late-michael-wellby-an-eclectic-eye-jewels-spanning-four-centuries,11 DEC 2012
3023,Magnificent Jewels from the Collection of Mrs. Charles Wrightsman,magnificent-jewels-from-the-collection-of-mrs-charles-wrightsman-n08925,05 DEC 2012
3024,Magnificent Jewels,magnificent-jewels-n08917,05 DEC 2012
3025,Magnificent Jewels,magnificent-jewels-ge1205,14 NOV 2012
3026,Magnificent Jewels and Jadeite,jewels-and-jadeite-hk0400,09 OCT 2012
3027,Property from the Estate of Brooke Astor,property-from-the-estate-of-brooke-astor-n08890, 24 SEP 2012—25 SEP 2012
3028,Important Jewels,important-jewels-n08881,20 SEP 2012
3029,A Superb Private Collection of Gems and Jewels,a-superb-private-collection-of-gems-and-jewels,15 MAY 2012
3030,Magnificent Jewels and Noble Jewels,magnificent-jewels-and-noble-jewels, 14 MAY 2012—15 MAY 2012
3031,Jewels from the Personal Collection of Suzanne Belperron,jewels-from-the-personal-collection-of-suzanne-belperron,14 MAY 2012
3032,From the Collection of Prince and Princess Henry De la Tour d'Auvergne Lauraguais,from-the-collection-of-prince-and-princess-henry-de-la-tour-dauvergne-lauraguais,03 MAY 2012
3033,Magnificent Jewels,magnificent-jewels-n08843,18 APR 2012
3034,Magnificent Jewels and Jadeite,jewels-and-jadeite-hk0394,03 APR 2012
3035,Fine Jewels,fine-jewels-l12050,13 MAR 2012
3036,Important Jewels,important-jewels-n08827,09 FEB 2012
3037,Fine Jewels,fine-jewels-,14 DEC 2011
3038,Magnificent Jewels,magnificent-jewels-n08808,07 DEC 2011
3039,The Elegant John Traina – A Portrait in Style,the-elegant-john-traina,07 DEC 2011
3040,Magnificent Jewels,magnificent-jewels-ge1105,15 NOV 2011
3041,Magnificent Jewels and Jadeite,jewels-and-jadeite-hk0364,05 OCT 2011
3042,Anita Mui - Jewels &amp; Watches from the Estate,anita-mui,05 OCT 2011
3043,Important Jewels,important-jewels,20 SEP 2011
3044,Fine Jewels,fine-jewels,13 JUL 2011
3045,The Evill/Frost Collection III,the-evillfrost-collection-part-iii-l11146,16 JUN 2011
3046,Magnificent Jewels and Noble Jewels,magnificent-jewels-and-noble-jewels-ge1102,17 MAY 2011
3047,Magnificent Jewels,magnificent-jewels-n08732,14 APR 2011
3048,Jewels and Jadeite,magnificent-jewels-and-jadeite-hk0359,06 APR 2011
3049,Jewels,jewels-l11050,17 MAR 2011
3050,Property from the Estate of Queen Juliana of The Netherlands: All to be Sold for the Benefit of Charity,appel-am1100, 14 MAR 2011—17 MAR 2011
3051,Important Jewels,important-jewels-n08716,02 FEB 2011
3052,Fine Watches,fine-watches-l10054,15 DEC 2010
3053,Fine Jewels,fine-jewels-l10052,14 DEC 2010
3054,Magnificent Jewels,magnificent-jewels-n08687,09 DEC 2010
3055,Jewels from the Estate of William B. Dietrich Sold to Benefit the William B. Dietrich Foundation,jewels-from-the-estate-of-william-b-dietrich-sold-to-benefit-the-william-b-dietrich-foundation-n08713,09 DEC 2010
3056,Exceptional Jewels and Precious Objects Formerly in the Collection of The Duchess of Windsor,exceptional-jewels-and-precious-objects-formerly-in-the-collection-of-the-duchess-of-windsor-l10055,30 NOV 2010
3057,Magnificent Jewels,magnificent-jewels-ge1005,16 NOV 2010
3058,Magnificent Jewels &amp; Jadeite,magnificent-jewels-jadeite-hk0330,06 OCT 2010
3059,Important Jewels,important-jewels-n08667,28 SEP 2010
3060,Jewels,jewels-l10051,15 JUL 2010
3061,The Collection of Patricia Kluge,the-collection-of-patricia-kluge-n08657, 08 JUN 2010—09 JUN 2010
3062,Magnificent Jewels and Noble Jewels,magnificent-jewels-and-noble-jewels-ge1002,11 MAY 2010
3063,Magnificent Jewels,magnificent-jewels-n08629,20 APR 2010
3064,Always in Style: 150 Years of Artistic Jewels,always-in-style-150-years-of-artistic-jewels-n08626,20 APR 2010
3065,MAGNIFICENT JEWELS &amp; JADEITE,magnificent-jewels-jadeite-hk0322,07 APR 2010
3066,Jewels,jewels-l10050,18 MAR 2010
3067,Important Jewels,important-jewels-n08612,03 FEB 2010
3068,Jewels,jewels-l09653,15 DEC 2009
3069,Magnificent Jewels,magnificent-jewels-n08601,09 DEC 2009
3070,Magnificent Jewels,magnificent-jewels-ge0905,17 NOV 2009
3071,The Connoisseur&amp;#39;s Collection,the-connoisseur39s-collection-au0731, 27 OCT 2009—28 OCT 2009
3072,Important Jewels,important-jewels-n08573,19 OCT 2009
3073,Magnificent Jewels &amp; Jadeite,magnificent-jewels-jadeite-hk0309,07 OCT 2009
3074,Powderham Castle &amp; Seaton Delaval Hall,powderham-castle-seaton-delaval-hall-l09792,29 SEP 2009
3075,Fine Jewels,fine-jewels-l09651,16 JUL 2009
3076,"The Connoisseur&amp;#39;s Collection, Including The Estate of the Late Edwina Baillieu",the-connoisseur39s-collection-including-the-estate-of-the-late-edwina-baillieu-au0728, 26 MAY 2009—27 MAY 2009
3077,"Magnificent Jewels and Noble Jewels&lt;br&gt;And&lt;br&gt;A Celebration of Taste and Style, Magnificent Jewels from a Private Collection",magnificent-jewels-and-noble-jewelsbrandbra-celebration-of-taste-and-style-magnificent-jewels-from-a-private-collection-ge0902,12 MAY 2009
3078,Magnificent Jewels,magnificent-jewels-n08540,23 APR 2009
3079,Magnificent Jewels &amp; Jadeite,magnificent-jewels-jadeite-hk0301,07 APR 2009
3080,The Pearl Carpet of Baroda,the-pearl-carpet-of-baroda-d09005,19 MAR 2009
3081,Fine Jewels,fine-jewels-l09650,19 MAR 2009
3082,Important Jewels,important-jewels-n08519,04 FEB 2009
3083,Important Jewels,important-jewels-l08053,17 DEC 2008
3084,Property from Royal and Noble Families,property-from-royal-and-noble-families-am1060,17 DEC 2008
3085,Magnificent Jewels,magnificent-jewels-n08498,09 DEC 2008
3086,Magnificent Jewels,magnificent-jewels-ge0805,19 NOV 2008
3087,Fine Jewels,fine-jewels-l08052,06 NOV 2008
3088,"The Connoisseur&amp;#39;s Spring Collection, Including the Private Collection of Colin Lennox and Tom Gillies, John Stephens and The Late John Klinger",the-connoisseur39s-spring-collection-including-the-private-collection-of-colin-lennox-and-tom-gillies-john-stephens-and-the-late-john-klinger-au0723, 28 OCT 2008—29 OCT 2008
3089,Magnificent Jewels &amp; Jadeite,magnificent-jewels-jadeite-hk0277,07 OCT 2008
3090,European Collections,european-collections-am1062,30 SEP 2008
3091,Important Jewels,important-jewels-n08470,25 SEP 2008
3092,Important Jewels Antique and Contemporary,important-jewels-antique-and-contemporary-l08051,22 JUL 2008
3093,The Connoisseur&amp;#39;s Autumn Collection,the-connoisseurs-autumn-collection-au0720, 27 MAY 2008—28 MAY 2008
3094,"Magnificent Jewels, Noble Jewels and Jewels from the Collection of Lily Marinho",magnificent-jewels-noble-jewels-and-jewels-from-the-collection-of-lily-marinho-ge0802,15 MAY 2008
3095,Jewels,jewels-mi0290,23 APR 2008
3096,Magnificent Jewels from the Estate of Rita K. Hillman,magnificent-jewels-from-the-estate-of-rita-k-hillman-n08484,17 APR 2008
3097,Magnificent Jewels,magnificent-jewels-n08430,17 APR 2008
3098,Magnificent Jewels and Jadeite,magnificent-jewels-and-jadeite-hk0273,10 APR 2008
3099,Jewels,jewels-l08050,13 MAR 2008
3100,Important Jewels,important-jewels-n08410,06 FEB 2008
3101,Magnificent Jewels,magnificent-jewels-n08371,04 DEC 2007
3102,JEWELS FOR THE JUNGLE A private collection of jewellery to benefit  the World Wide Fund for Nature,jewels-for-the-jungle-a-private-collection-of-jewellery-to-benefit-the-world-wide-fund-for-nature-am1035,04 DEC 2007
3103,Important Jewels,important-jewels-l07053,28 NOV 2007
3104,Magnificent Jewels ,magnificent-jewels-ge0706,14 NOV 2007
3105,The Connoisseur's Collection,the-connoisseurs-collection-au0714, 30 OCT 2007—31 OCT 2007
3106,Property from Aristocratic Families including Coaches from a Royal Stable,property-from-aristocratic-families-including-coaches-from-a-royal-stable-am1031, 29 OCT 2007—30 OCT 2007
3107,Important Jewels,important-jewels-n08350,17 OCT 2007
3108,Magnificient Jewels and Jadeite,magnificient-jewels-and-jadeite-hk0255,08 OCT 2007
3109,Jewels,jewels-l07052,04 OCT 2007
3110,"European Collections: Paintings, Ceramics, Glass, Furniture and other Works of Art",european-collections-paintings-ceramics-glass-furniture-and-other-works-of-art-am1028, 17 SEP 2007—18 SEP 2007
3111,"Paintings, Drawings and Watercolours",paintings-drawings-and-watercolours-am1024,04 SEP 2007
3112,"Fine Silver, Watches and Jewellery",fine-silver-watches-and-jewellery-am1033,27 JUN 2007
3113,Jewels,jewels-mi0277,27 JUN 2007
3114,Fine Jewels,fine-jewels-l07051,13 JUN 2007
3115,Fine Jewels,fine-jewels-n08328,12 JUN 2007
3116,Noble Jewels ,noble-jewels-ge0708,17 MAY 2007
3117,Magnificent Jewels,magnificent-jewels-ge0703,17 MAY 2007
3118,The Collection of Paul Otto Taubert &amp; Jewellery and Decorative Arts,the-collection-of-paul-otto-taubert-jewellery-and-decorative-arts-au0710, 01 MAY 2007—02 MAY 2007
3119,Arcade Jewels,arcade-jewels-n08307,25 APR 2007
3120,Magnificent Jewels,magnificent-jewels-n08306,24 APR 2007
3121,Magnificent Jewels and Jadeite,magnificent-jewels-and-jadeite-hk0248,10 APR 2007
3122,Jewels,jewels-l07050,28 MAR 2007
3123,An Important Private Collection from Hanover,an-important-private-collection-from-hanover-am1020, 27 MAR 2007—29 MAR 2007
3124,"The Estate of Christian, Lady Hesketh:Sold by order of her Executors, together with property of the Trustees of the 2nd Baron Hesketh&amp;#39;s Will Trust",the-estate-of-christian-lady-heskethsold-by-order-of-her-executors-together-with-property-of-the-trustees-of-the-2nd-baron-heskeths-will-trust-l07500,07 MAR 2007
3125,Magnificent Jewels,magnificent-jewels-ge0701,20 FEB 2007
3126,Arcade Jewels,arcade-jewels-n08292,07 FEB 2007
3127,Arcade Jewels,arcade-jewels-n08255,07 DEC 2006
3128,Castellani &amp; Giuliano:  The Judith H. Siegel Collection,castellani-giuliano-the-judith-h-siegel-collection-n08289,06 DEC 2006
3129,Magnificent Jewels,magnificent-jewels-n08254,06 DEC 2006
3130,The Frits Philips Collection,the-frits-philips-collection-am1025, 04 DEC 2006—05 DEC 2006
3131,Fine Jewellery,fine-jewellery-am1015,28 NOV 2006
3132,Crowns and Coronets 2006,crowns-and-coronets-2006-am1010, 31 OCT 2006—01 NOV 2006
3133,Jewels and Wemyss Pottery ,jewels-and-wemyss-pottery-l06623,29 AUG 2006
3134,Magnificent Jewelry,magnificent-jewelry-n08188,25 APR 2006
3135,Arcade Jewels,arcade-jewels-n08187,24 APR 2006
3136,Jewels,jewels-l06051,30 MAR 2006
3137,Fine Jewellery ,fine-jewellery-am0993,22 MAR 2006
3142,Important Judaica,important-judaica-n09239,04 DEC 2014
3143,A Treasured Legacy: The Michael and Judy Steinhardt Judaica Collection,a-treasured-legacy-steinhardt-n08961,29 APR 2013
3144,The Connoisseur&amp;#39;s Collection,the-connoisseur39s-collection-au0731, 27 OCT 2009—28 OCT 2009
3145,Important Judaica,important-judaica-n08504,17 DEC 2008
3146,Judaica,judaica-n08392,19 DEC 2007
3153,Latin America: Modern Art | Latin America: Contemporary Art,latin-america-modern-contemporary-art-n09508,24 MAY 2016
3154,Latin America: Modern Art,latin-america-modern-art-n09428, 19 NOV 2015—20 NOV 2015
3155,Latin American Art Modern &amp; Contemporary,latin-american-art-modern-contemporary-n09355, 26 MAY 2015—27 MAY 2015
3156,Latin America: The Legacy of Abstraction,latin-america-legacy-of-abstraction-n09353,26 MAY 2015
3157,Sotheby's Designer Showhouse,sothebys-designer-showhouse-n09333,20 APR 2015
3158,Latin American Art Modern &amp; Contemporary ,latin-american-art-n09223, 25 NOV 2014—26 NOV 2014
3159,Mexico Contemporary ,mexico-contemporary-n09228,25 NOV 2014
3160,A Vision of Grandeur: Masterworks from the Collection of Lorenzo H. Zambrano,collection-of-lorenzo-h-zambrano-n09230,24 NOV 2014
3161,Latin American Art Modern &amp; Contemporary,latin-american-art-n09152, 28 MAY 2014—29 MAY 2014
3162,Impressionist &amp; Modern Art Day Sale,impressionist-modern-art-day-sale-n09140,08 MAY 2014
3163,Impressionist &amp; Modern Art Evening Sale,impressionist-modern-art-evening-sale-n09139,07 MAY 2014
3164,Latin American Art,latin-american-art-n09044, 20 NOV 2013—21 NOV 2013
3165,Latin American Art,latin-american-art-n08998, 28 MAY 2013—29 MAY 2013
3166,Latin American Art,latin-american-art-n08907, 19 NOV 2012—20 NOV 2012
3167,Latin American Art,latin-american-art-n08862, 23 MAY 2012—24 MAY 2012
3168,Latin American Art,latin-american-art-n08798, 16 NOV 2011—17 NOV 2011
3169, A Discerning Eye: Latin American,a-discerning-eye-latin-american-n08794,25 MAY 2011
3170,Latin American Art,latin-american-art-n08753, 25 MAY 2011—26 MAY 2011
3171,Fernando Botero: A Celebration,fernando-botero-a-celebration-n08795, 25 MAY 2011—26 MAY 2011
3172,"Impressionist &amp; Modern Art, Including Russian and Latin American Art ",impressionist-and-modern-art-n08747,16 MAR 2011
3173,Latin American Paintings,latin-american-paintings-n08681, 16 NOV 2010—17 NOV 2010
3174,"Impressionist &amp; Modern Art, Including Russian and Latin American Art",impressionist-modern-art-including-russian-and-latin-american-art-n08668,07 OCT 2010
3175,Latin American Art,latin-american-art-n08642, 27 MAY 2010—28 MAY 2010
3176,Latin American Art,latin-american-art-n08595, 18 NOV 2009—19 NOV 2009
3177,Latin American Art,latin-american-art-n08557, 27 MAY 2009—28 MAY 2009
3178,Latin American Art,latin-american-art-n08493, 18 NOV 2008—19 NOV 2008
3179,Impressionist and Modern Art including Latin American and Russian Art,impressionist-and-modern-art-including-latin-american-and-russian-art-n08473,07 OCT 2008
3180,Latin American Art,latin-american-art-n08451, 29 MAY 2008—30 MAY 2008
3181,Impressionist and Modern Art including Russian and Latin American Art,impressionist-and-modern-art-including-russian-and-latin-american-art-n08412,13 FEB 2008
3182,Latin American Art,latin-american-art-n08367, 20 NOV 2007—21 NOV 2007
3183,Latin American Art,latin-american-art-n08324, 30 MAY 2007—31 MAY 2007
3184,Medieval and Renaissance Manuscripts,medieval-renaissance-manuscripts-l16240,05 JUL 2016
3185,Medieval and Renaissance Manuscripts,medieval-renaissance-manuscripts-l15241,08 DEC 2015
3186,Medieval and Renaissance Manuscripts,medieval-renaissance-manuscripts-l15240,07 JUL 2015
3187,Medieval &amp; Renaissance Manuscripts,medieval-renaissance-manuscripts-l14241,02 DEC 2014
3188,Medieval &amp; Renaissance Manuscripts,medieval-renaissance-manuscripts-l14240,08 JUL 2014
3189,Medieval &amp; Renaissance Manuscripts,western-manuscripts-miniatures-l13241,03 DEC 2013
3190,Western Manuscripts &amp; Miniatures,western-manuscripts-miniatures-l13240,02 JUL 2013
3191,Old Master &amp; British Paintings Evening Sale&lt;br&gt;Including Three Renaissance Masterworks from Chatsworth,old-master-british-paintings-evening-l12036,05 DEC 2012
3192,Western Manuscripts &amp; Miniatures,western-manuscripts-minatures-l12241,05 DEC 2012
3193,Western Manuscripts &amp; Miniatures,western-manuscripts-miniatures,10 JUL 2012
3194,The History of Script: Sixty Important Manuscript Leaves from the Schøyen Collection,the-history-of-script-sixty-important-manuscript-leaves-from-the-schyen-collection,10 JUL 2012
3195,The Collection of Giovanni and Gabriella Barilla,the-collection-of-giovanni-and-gabriella-barilla,14 MAR 2012
3196,Western and Oriental Manuscripts,western-and-oriental-manscripts,06 DEC 2011
3197,Western Manuscripts and Miniatures,western-manuscripts-and-miniatures,05 JUL 2011
3198,"Magnificent Books, Manuscripts and Drawings from the Collection of Frederick 2nd Lord Hesketh",magnificent-books-manuscripts-and-drawings-from-the-collection-of-frederick-2nd-lord-hesketh-l10413,07 DEC 2010
3199,Western Manuscripts and Miniatures,western-manuscripts-and-miniatures-l10241,07 DEC 2010
3200,Western Manuscripts and Miniatures,western-manuscripts-and-miniatures-l10240,06 JUL 2010
3201,Western Manuscripts,western-manuscripts-l09741,08 DEC 2009
3202,Western Manuscripts and Miniatures and the Korner sale,western-manuscripts-and-miniatures-and-the-korner-sale-l09740,07 JUL 2009
3203,Western &amp; Oriental Manuscripts,western-oriental-manuscripts-l08241,03 DEC 2008
3204,Western &amp; Oriental Manuscripts,western-oriental-manuscripts-l08240,08 JUL 2008
3205,Western and Oriental Manuscripts,western-and-oriental-manuscripts-l07241,04 DEC 2007
3206,Western Manuscripts,western-manuscripts-l07240,29 JUN 2007
3207,Western Manuscripts,western-manuscripts-l06240,06 JUL 2006
3208,Modern and Contemporary Southeast Asian Art,modern-contemporary-southeast-asian-art-hk0657,03 OCT 2016
3209,Modern and Contemporary Asian Art Evening Sale,modern-contemporary-asian-art-evening-sale-hk0654,02 OCT 2016
3210,Modern and Contemporary Southeast Asian Art,modern-contemporary-southeast-asian-art-hk0632,04 APR 2016
3211,Modern and Contemporary Asian Art Evening Sale,modern-contemporary-asian-art-evening-sale-hk0628,03 APR 2016
3212,Modern &amp; Contemporary Southeast Asian Art,modern-contemporary-southeast-asian-art-hk0584,05 OCT 2015
3213,Modern and Contemporary Asian Art Evening Sale,modern-contemporary-asian-art-evening-sale-hk0581,04 OCT 2015
3214,Modern &amp; Contemporary Southeast Asian Art,modern-contemporary-southeast-asian-art-hk0565,05 APR 2015
3215,Modern and Contemporary Asian Art Evening Sale,modern-contemporary-asian-art-evening-sale-hk0562,04 APR 2015
3216,Modern and Contemporary Southeast Asian Paintings,modern-contemporary-southeast-asian-paintings-hk0533,06 OCT 2014
3217,Modern and Contemporary Asian Art — Evening Sale,modern-contemporary-asian-art-evening-sale-hk0535,05 OCT 2014
3218,Modern and Contemporary Southeast Asian Paintings,modern-contemporary-southeast-asian-paintings-hk0529,06 APR 2014
3219,Modern and Contemporary Asian Art — Evening Sale,modern-contemporary-asian-art-evening-sale-hk0528,05 APR 2014
3220,"A Night of Nature, Art &amp; Wine",null-hk0445,16 NOV 2013
3221,Modern and Contemporary Southeast Asian,modern-and-contemporary-southeast-asian-hk0473,06 OCT 2013
3222,Sotheby's Hong Kong 40th Anniversary Evening Sale,40th-anniversary-evening-sale-hk0488,05 OCT 2013
