,auctionName,auctionId,auctionDate
2722,Impressionist &amp; Modern Art Evening Sale,impressionist-modern-art-evening-sale-l13006,19 JUN 2013
2723,Art Impressionniste &amp; Moderne,art-impressionniste-moderne,06 JUN 2013
2724,Impressionist &amp; Modern Art Day Sale,impressionist-modern-art-day-sale-n08988,08 MAY 2013
2725,Impressionist and Modern Art Day Sale,impressionist-modern-art-day-sale-l13004,06 FEB 2013
2726,Surrealist Art,impressionist-surrealist-art-evening-sal-l13003,05 FEB 2013
2727,Impressionist and Modern Art Evening Sale,impressionist-modern-art-evening-sale-l13002,05 FEB 2013
2728,Property from the Estate of Giancarlo Baroni,so-baroni-n08857, 29 JAN 2013—30 JAN 2013
2729,Art Impressionniste &amp; Moderne ,art-impressionniste-moderne-,05 DEC 2012
2730,Impressionist &amp; Modern Art Day Sale,impressionist-modern-art-day-sale-n08899,07 NOV 2012
2731,"Collection Mis, Art Moderne et Contemporain",collection-mis-art-moderne-et-contemporain,24 OCT 2012
2732,20th Century Italian Art,20th-century-italian-art-l12624,12 OCT 2012
2733,Property from the Estate of Brooke Astor,property-from-the-estate-of-brooke-astor-n08890, 24 SEP 2012—25 SEP 2012
2734,Impressionist &amp; Modern Art Day Sale,impressionist-modern-art-day-sale-l12007,20 JUN 2012
2735,Impressionist &amp; Modern Art Evening Sale,impressionist-modern-art-evening-sale-l12006,19 JUN 2012
2736,Art Impressionniste et Moderne,art-impressionniste-et-moderne-pf1206,30 MAY 2012
2737,The Gunter Sachs Collection Day Auction,the-gunter-sachs-collection-day-auction,23 MAY 2012
2738,The Gunter Sachs Collection Evening Auction,the-gunter-sachs-collection-evening-auction,22 MAY 2012
2739,Impressionist &amp; Modern Art Day Sale,impressionist-modern-art-day-sale-n08851,03 MAY 2012
2740,Impressionist &amp; Modern Art Evening Sale,impressionist-modern-art-evening-sale-n08850,02 MAY 2012
2741,Impressionist &amp; Modern Art Day Sale,impressionist-modernt-art-day-sale-l12005,09 FEB 2012
2742,Art Impressionniste &amp; Moderne,art-impressionniste-moderne,08 DEC 2011
2743,Impressionist &amp; Modern Art Day Sale,impressionist-modern-art-day-sale-l11007,23 JUN 2011
2744,Impressionist &amp; Modern Art Evening Sale,impressionist-modern-art-evening-sale-l11006,22 JUN 2011
2745,Impressionist &amp; Modern Art,impressionist-modern-art-pf1106,01 JUN 2011
2746,Schweizer Kunst / Swiss Art,schweizer-kunst-swiss-art-zh1103,30 MAY 2011
2747,Looking Closely: A Private Collection,looking-closely-l11001,10 FEB 2011
2748,Impressionist &amp; Modern Art Day Sale,impressionist-modern-art-day-sale-l11005,09 FEB 2011
2749,Impressionist &amp; Modern Art Evening Sale,impressionist-modern-art-evening-sale-l11002,08 FEB 2011
2750,"A Travers les Styles: A Private Collection of Silver, Paintings and Furniture",a-travers-les-styles-a-private-collection-of-silver-paintings-and-furniture-pf1039,15 DEC 2010
2751,Impressionist &amp; Modern Art,impressionist-modern-art-pf1030,08 DEC 2010
2752,Impressionist &amp; Modern Art Day Sale,impressionist-modern-art-day-sale-n08676,03 NOV 2010
2753,Impressionist &amp; Modern Art Evening Sale,impressionist-modern-art-evening-sale-n08675,02 NOV 2010
2754,Treasures from the Vollard Safe,treasures-from-the-vollard-safe-pf1095,29 JUN 2010
2755,Impressionist &amp; Modern Art Day Sale,impressionist-modern-art-day-sale-l10007,23 JUN 2010
2756,Impressionist &amp; Modern Art Evening Sale,impressionist-modern-art-evening-sale-l10006,22 JUN 2010
2757,Impressionist and Modern Art,impressionist-and-modern-art-pf1014,03 JUN 2010
2758,"Sotheby&amp;#39;s at Sudeley Castle, A Selling Exhibition",sotheby39s-at-sudeley-castle-a-selling-exhibition-l10008, 28 MAY 2010—16 AUG 2010
2759,Impressionist &amp; Modern Art Day Sale,impressionist-modern-art-day-sale-n08634,06 MAY 2010
2760,Impressionist &amp; Modern Art Evening Sale,impressionist-modern-art-evening-sale-n08633,05 MAY 2010
2761,"Old Master, Modern &amp; Contemporary Prints",old-master-modern-contemporary-prints-l10160,30 MAR 2010
2762,"The Collection of Alexandre and Odile Loewy, Modern Art",the-collection-of-alexandre-and-odile-loewy-modern-art-pf1031,24 MAR 2010
2763,Impressionist &amp; Modern Art Day Sale,impressionist-modern-art-day-sale-l10005,04 FEB 2010
2764,Impressionist &amp; Modern Art Evening Sale,impressionist-modern-art-evening-sale-l10002,03 FEB 2010
2765,Impressionist &amp; Modern Art,impressionist-modern-art-pf9020,09 DEC 2009
2766,Impressionist &amp; Modern Art Day Sale,impressionist-modern-art-day-sale-n08588,05 NOV 2009
2767,Impressionist &amp; Modern Art Evening Sale,impressionist-modern-art-evening-sale-n08587,04 NOV 2009
2768,Beyond Limits: A Selling Exhibition of Modern &amp; Contemporary Sculpture ,beyond-limits-a-selling-exhibition-of-modern-contemporary-sculpture-l09610,29 OCT 2009
2769,20th Century Italian Art ,20th-century-italian-art-l09816,16 OCT 2009
2770,Impressionist and Modern Art Day Sale   ,impressionist-and-modern-art-day-sale-l09607,25 JUN 2009
2771,Impressionist &amp; Modern Art,impressionist-modern-art-pf9006,28 MAY 2009
2772,Impressionist &amp; Modern Art Day Sale,impressionist-modern-art-day-sale-n08547,06 MAY 2009
2773,Impressionist &amp; Modern Art Evening Sale,impressionist-modern-art-evening-sale-n08546,05 MAY 2009
2774,Impressionist &amp; Modern Art Day Sale ,impressionist-modern-art-day-sale-l09604,04 FEB 2009
2775,Impressionist &amp; Modern Art Evening Sale,impressionist-modern-art-evening-sale-l09601,03 FEB 2009
2776,Israeli and International Art,israeli-and-international-art-n08505,16 DEC 2008
2777,Impressionist and Modern Art,impressionist-and-modern-art-pf8019,03 DEC 2008
2778,"Modern and Contemporary Art, including 1950 Northern European Avant - Garde",modern-and-contemporary-art-including-1950-northern-european-avant-garde-am1058,03 DEC 2008
2779,Contemporary Art,contemporary-art-mi0295, 25 NOV 2008—26 NOV 2008
2780,Impressionist &amp; Modern Art Day Sale including Important Russian Paintings,impressionist-modern-art-day-sale-including-important-russian-paintings-n08486,05 NOV 2008
2781,Impressionist &amp; Modern Art Evening Sale,impressionist-modern-art-evening-sale-n08485,03 NOV 2008
2782,20th Century Italian Art,20th-century-italian-art-l08624,20 OCT 2008
2783,Impressionist and Modern Art including Latin American and Russian Art,impressionist-and-modern-art-including-latin-american-and-russian-art-n08473,07 OCT 2008
2784,Impressionist and Modern Art,impressionist-and-modern-art-pf8008, 02 JUL 2008—03 JUL 2008
2785,Impressionist &amp; Modern Art Day Sale,impressionist-modern-art-day-sale-l08008,26 JUN 2008
2786,Impressionist &amp; Modern  Works on Paper,impressionist-modern-works-on-paper-l08009,26 JUN 2008
2787,Impressionist &amp; Modern Art Evening Sale,impressionist-modern-art-evening-sale-l08007,25 JUN 2008
2788,Modern &amp; Contemporary Art,modern-contemporary-art-am1052,25 JUN 2008
2789,Modern &amp; Contemporary Art,modern-contemporary-art-mi0291,27 MAY 2008
2790,"Contemporary Art 1953-2003, A Private Collection",contemporary-art-1953-2003-a-private-collection-mi0298,08 APR 2008
2791,Pruskin: Decorative Art 1880-1960,pruskin-decorative-art-1880-1960-l08670,02 APR 2008
2792,Impressionist and Modern Art including Russian and Latin American Art,impressionist-and-modern-art-including-russian-and-latin-american-art-n08412,13 FEB 2008
2793,Impressionist and Modern Art Day Sale,impressionist-and-modern-art-day-sale-l08005,06 FEB 2008
2794,Impressionist and Modern Works on Paper,impressionist-and-modern-works-on-paper-l08006,06 FEB 2008
2795,Impressionist and Modern Art Evening Sale,impressionist-and-modern-art-evening-sale-l08002,05 FEB 2008
2796,Bernar Venet: Sotheby's at Isleworth: January - April 2008,bernar-venet-sothebys-at-isleworth-january-april-2008-n08402,15 JAN 2008
2797,Impressionist and Modern Art,impressionist-and-modern-art-pf7029,13 DEC 2007
2798,Contemporary Art Sale,contemporary-art-sale-pf7019, 12 DEC 2007—13 DEC 2007
2799,Modern and Contemporary Art,modern-and-contemporary-art-am1036,06 DEC 2007
2800,Modern &amp; Contemporary Art,modern-contemporary-art-mi0281,26 NOV 2007
2801,Impressionist &amp; Modern Art Day Sale,impressionist-modern-art-day-sale-n08360,08 NOV 2007
2802,20th Century Italian Art,20th-century-italian-art-l07624,15 OCT 2007
2803,Impressionist and Modern Art ,impressionist-and-modern-art-n08338,29 SEP 2007
2805,Impressionist and Modern Art,impressionist-and-modern-art-w07716,12 JUL 2007
2806,Impressionist and Modern Art,impressionist-and-modern-art-pf7026,03 JUL 2007
2807,Impressionist &amp; Modern Art Day Sale,impressionist-modern-art-day-sale-l07008,20 JUN 2007
2808,Impressionist &amp; Modern Works on Paper,impressionist-modern-works-on-paper-l07009,20 JUN 2007
2809,Contemporary Art,contemporary-art-pf7010,31 MAY 2007
2810,Modern and Contemporary Art,modern-and-contemporary-art-am1029,23 MAY 2007
2811,Modern &amp; Contemporary Art and Collection Jef Verheyen and Dani Franque,modern-contemporary-art-and-collection-jef-verheyen-and-dani-franque-mi0274,22 MAY 2007
2812,Impressionist and Modern Art Evening Sale,impressionist-and-modern-art-evening-sale-n08314,08 MAY 2007
2813,L&amp;#39;Appartement d&amp;#39;Alvar Gonzalez-Palacios à Paris,lappartement-dalvar-gonzalez-palacios-paris-pf7024,29 MAR 2007
2814,Impressionist and Modern Art,impressionist-and-modern-art-w07715,15 MAR 2007
2815,Impressionist &amp; Modern Art,impressionist-modern-art-n08293,15 FEB 2007
2816,"Impressionist and Modern Art, Works on Paper",impressionist-and-modern-art-works-on-paper-l07006,06 FEB 2007
2817,German and Austrian Art,german-and-austrian-art-l07003,05 FEB 2007
2818,Surrealist Art,surrealist-art-l07004,05 FEB 2007
2819,Impressionist &amp; Modern Art Day Sale,impressionist-modern-art-day-sale-n08197,04 MAY 2006
2822,Modern &amp; Contemporary South Asian Art,modern-contemporary-south-asian-art-n09318,18 MAR 2015
2823,Modern and Contemporary South Asian Art,modern-and-contemporary-south-asian-art-l14500,07 OCT 2014
2824,Modern &amp; Contemporary South Asian Art,modern-contemporary-south-asian-art-n09119,19 MAR 2014
2825,Modern and Contemporary South Asian Art,modern-contemporary-south-asian-art-n09008,18 SEP 2013
2826,Modern and Contemporary South Asian Art,modern-contemporary-south-asian-art,11 JUN 2013
2827,The Amaya Collection Modern and Contemporary Indian Art,modern-contemporary-south-asian-art-n08975,19 MAR 2013
2828,Modern &amp; Contemporary South Asian Art,modern-and-contemporary-south-asian-art-n08873,10 SEP 2012
2829,Modern and Contemporary South Asian Art including Indian Miniature Paintings,modern-and-contemporary-south-asian-art-including-indian-miniature-paintings,08 JUN 2012
2830,Modern &amp; Contemporary South Asian Art ,modern-and-contemporary-south-asian-art-n08889,19 MAR 2012
2831,Modern and Contemporary South Asian Art including Indian Miniature Paintings,south-asian-art-including-indian-miniature-paintings,15 SEP 2011
2832,Modern &amp; Contemporary South Asian Art,south-asian-artmodern-contemporary-l11222,31 MAY 2011
2833,Modern &amp; Contemporary South Asian Art,modern-contemporary-south-asian-art-n08728,25 MAR 2011
2834,Indian &amp; Southeast Asian Works of Art,indian-southeast-asian-works-of-art-n08727,24 MAR 2011
2835,South Asian Art,south-asian-art-n08660,16 SEP 2010
2836,"South Asian Art, Including property from the Dartington Hall Trust",south-asian-art-including-property-from-the-dartington-hall-trust-l10222,15 JUN 2010
2837,Indian &amp; Southeast Asian Art,indian-southeast-asian-art-n08619,24 MAR 2010
2838,South Asian Modern and Contemporary Art Including Indian Miniature Paintings,south-asian-modern-and-contemporary-art-including-indian-miniature-paintings-n08566,17 SEP 2009
2839,Saturday at Sotheby's: Asian Art,saturday-sothebys-asian-art-n09547,17 SEP 2016
2840,Important Chinese Art,important-chinese-art-n09541, 13 SEP 2016—14 SEP 2016
2841,Saturday at Sotheby’s: Asian Art,saturday-at-sothebys-asian-art-n09481,19 MAR 2016
2842,"Indian, Himalayan and Southeast Asian Works of Art Including Property from the Estate of Dr. Claus Virch",indian-himalayan-southeast-asian-art-n09478,16 MAR 2016
2843,Modern &amp; Contemporary South Asian Art,modern-contemporary-south-asian-art-n09479,15 MAR 2016
2844,BERNHEIMER Day Sale,bernheimer-day-sale-l15043,25 NOV 2015
2845,Modern and Contemporary South Asian Art,modern-contemporary-south-asian-art-l15500,06 OCT 2015
2846,Saturday at Sotheby's: Asian Art,saturday-at-sothebys-asian-art-n09437,19 SEP 2015
2847,Images of Enlightenment: Devotional Works of Art &amp; Paintings,images-of-enlightenment-n09395,16 SEP 2015
2848,Collections,collections-l15304,30 APR 2015
2849,"Indian, Himalayan and Southeast Asian Works of Art Including Property from the Estate of Dr. Claus Virch",indian-himalayan-southeast-asian-art-n09319,17 MAR 2015
2850,Art of Imperial India,art-imperial-india-l14502,08 OCT 2014
2851,Images of Enlightenment: Devotional Works of Art and Paintings,images-of-enlightenment-n09191,17 SEP 2014
2852,"Indian, Himalayan &amp; Southeast Asian Works of Art",indian-southeast-asian-works-of-art-n09118,19 MAR 2014
2853,1000 Ways of Seeing: The Private Collection of the late Stanley J. Seeger,1000-ways-seeing-l14313, 05 MAR 2014—06 MAR 2014
2854,Defining Taste&lt;br&gt;Works selected by Danny Katz,daniel-katz-sale-l13232,12 NOV 2013
2855,Piano Nobile,piano-nobile-collection-aristocratic-milanese-palazzo-l13318,05 NOV 2013
2856,Indian &amp; Southeast Asian Works of Art,indian-and-south-asian-works-of-art-n08976,20 MAR 2013
2857,Fine Chinese Ceramics &amp; Works of Art,fine-chinese-ceramics-and-works-of-art-n08872, 11 SEP 2012—12 SEP 2012
2858,Indian &amp; Southeast Asian Works of Art,indian-southeast-asian-works-of-art,21 MAR 2012
2859,Contemporary Asian Art,contemporary-asian-art-hk0353,03 OCT 2011
2860,"The Stuart Cary Welch Collection, Part Two: Arts of India",c-welch-part-ii-l11228,31 MAY 2011
2861,Contemporary Asian Art,contemporary-asian-art-hk0349,04 APR 2011
2862,Indian &amp; Southeast Asian Works of Art,indian-southeast-asian-works-of-art-n08727,24 MAR 2011
2863,Contemporary Asian Art,contemporary-asian-art-hk0328,04 OCT 2010
2864,Property From an Important European Collection,property-from-an-important-european-collection-hk0345,04 OCT 2010
2865,"South Asian Art, Including property from the Dartington Hall Trust",south-asian-art-including-property-from-the-dartington-hall-trust-l10222,15 JUN 2010
2866,Arts of the Islamic World,arts-of-the-islamic-world-l09723,07 OCT 2009
2867,Contemporary Asian Art,contemporary-asian-art-hk0304,06 OCT 2009
2868,Indian Art,indian-art-l09724,16 JUN 2009
2869,Contemporary Asian Art,contemporary-asian-art-hk0296,06 APR 2009
2870,Indian &amp; Southeast Asian Art ,indian-southeast-asian-art-n08525,18 MAR 2009
2871,Modern and Contemporary Asian Art Evening Sale,modern-and-contemporary-asian-art-evening-sale-hk0292,04 OCT 2008
2872,Indian &amp; Southeast Asian Works of Art,indian-southeast-asian-works-of-art-n08499,19 SEP 2008
2873,Modern &amp; Contemporary Indian Art,modern-contemporary-indian-art-n08466,18 SEP 2008
2874,Indian Art,indian-art-l08221,02 MAY 2008
2875,Indian and Southeast Asian Works of Art,indian-and-southeast-asian-works-of-art-n08418,19 MAR 2008
2876,Indian Art,indian-art-n08417,19 MAR 2008
2877,The Arts of the Buddha Sale,the-arts-of-the-buddha-sale-n08345,21 SEP 2007
2878,Contemporary Art South Asia,contemporary-art-south-asia-n08336,21 SEP 2007
2879,Indian Art,indian-art-n08341,19 SEP 2007
2880,An Auction to Benefit the Kolkata Museum of Modern Art,an-auction-to-benefit-the-kolkata-museum-of-modern-art-n08390,17 JUL 2007
2881,The Indian Sale,the-indian-sale-l07221,24 MAY 2007
2882,Indian and Southeast Asian Works of Art,indian-and-southeast-asian-works-of-art-n08332,23 MAR 2007
2883,Indian Art including Miniatures and Modern Paintings,indian-art-including-miniatures-and-modern-paintings-n08300,22 MAR 2007
2885,Indian Contemporary Art,indian-contemporary-art-n08290,22 SEP 2006
2890,Irish Art,irish-art-l15134,21 OCT 2015
2891,Collections &amp; Collectors,collections-l16304,28 APR 2016
2892,Alchemy: Objects of Desire ,alchemy-objects-desire-l16227,21 APR 2016
2893,20th Century Art / Middle East ,20th-century-art-middle-east-l16228,20 APR 2016
2894,Arts of the Islamic World,arts-islamic-world-l16220,20 APR 2016
2895,20th Century Art – A Different Perspective ,20th-century-art-l15103,02 DEC 2015
2896,BERNHEIMER Day Sale,bernheimer-day-sale-l15043,25 NOV 2015
2897,Regards sur l’Orient  - Tableaux et Sculptures Orientalistes et Art Islamique,art-orientaliste-pf1519,22 OCT 2015
2898,Arts of the Islamic World,arts-islamic-world-l15223,07 OCT 2015
2899,The Sven Gahlin Collection,sven-gahlin-collection-l15224,06 OCT 2015
2900,"The Duchess Property &amp; Precious Objects from the Estate of Mary, Duchess of Roxburghe",duchess-roxburghe-l15317, 27 MAY 2015—28 MAY 2015
2901,Arts of the Islamic World,arts-islamic-world-l15220,22 APR 2015
2902,Contemporary Art / Doha,contemporary-art-doha-do1501,21 APR 2015
2903,Regards sur l’Orient - Tableaux et Sculptures Orientalistes et Art Islamique,art-orientaliste-islam-pf1419,23 OCT 2014
2904,Contemporary Art / Doha,contemporary-art-doha-do1401,13 OCT 2014
2905,Art of Imperial India,art-imperial-india-l14502,08 OCT 2014
2906,Arts of the Islamic World,arts-islamic-world-l14223,08 OCT 2014
2907,Arts of the Islamic World,arts-islamic-world-l14220,09 APR 2014
2908,Curiosité : un Regard Moderne,curiosite-regard-moderne-pf1440,26 MAR 2014
2909,1000 Ways of Seeing: The Private Collection of the late Stanley J. Seeger,1000-ways-seeing-l14313, 05 MAR 2014—06 MAR 2014
2910,Of Royal and Noble Descent,royal-noble-descent-l14314,23 JAN 2014
2911,Regards sur l’Orient – Tableaux et Sculptures Orientalistes &amp; Art Islamique ,regards-sur-orient-orientalistes-islamique-pf1319,18 NOV 2013
2912,Defining Taste&lt;br&gt;Works selected by Danny Katz,daniel-katz-sale-l13232,12 NOV 2013
2913,Art of Imperial India,art-imperial-india-l13502,09 OCT 2013
2914,Arts of the Islamic World,arts-of-the-islamic-world-l13223,09 OCT 2013
2915,Arts of the Islamic World,arts-of-the-islamic-world-l13220,24 APR 2013
2916,Contemporary Art / Doha,contemporary-art-doha-do1301,22 APR 2013
2917,Collection de Nicolas Landau et Jacqueline Goldman,collection-de-nicolas-landau-et-jacqueline-goldman, 08 APR 2013—09 APR 2013
2918,"Collection Patrick Guerrand-Hermès, Tableaux Orientalistes et Art Islamique provenant de la Villa Aïn Kassimou, Marrakech ",collection-prive-tableaux-et-sculptures-orientalistes-art-islamique,09 OCT 2012
2919,Regards sur l'Orient,regards-sur-lorient-pf1210,09 OCT 2012
2920,Arts of the Islamic World,arts-of-the-islamic-world-2012,03 OCT 2012
2921,Modern and Contemporary South Asian Art including Indian Miniature Paintings,modern-and-contemporary-south-asian-art-including-indian-miniature-paintings,08 JUN 2012
2922,Contemporary Art / Turkish,contemporary-artturkish,26 APR 2012
2923,Arts of the Islamic World,arts-of-the-islamic-world,25 APR 2012
2924,An Eye For Opulence- Art of the Ottoman Empire,an-eye-for-opulence-art-of-the-ottoman-empire,24 APR 2012
2925,Regards sur l'Orient - Orientalist Paintings and Islamic Art,regards-sur-lorient-orientalist-paintings-and-islamic-art,16 NOV 2011
2926,Arts of the Islamic World,arts-of-the-islamic-world,05 OCT 2011
2927,Arts of the Islamic World Evening Sale: Including the Harvey B. Plotnick Collection of Islamic Ceramics Part One,arts-of-the-islamic-world-evening-sale-l11229,04 OCT 2011
2928,Contemporary Art / Arab &amp; Iranian ,contemporary-art-arab-iranian-l11225,04 OCT 2011
2929,"The Stuart Cary Welch Collection, Part Two: Arts of India",c-welch-part-ii-l11228,31 MAY 2011
2930,Modern &amp; Contemporary South Asian Art,south-asian-artmodern-contemporary-l11222,31 MAY 2011
2931,Contemporary Art/ Turkish,contemporary-art-turkish-l11221,07 APR 2011
2932,Arts of The Islamic World,arts-of-the-islamic-world-l11220,06 APR 2011
2933,"The Stuart Cary Welch Collection, Part One: Arts of the Islamic World",c-welch-part-ii-l11227,06 APR 2011
2934,Orientaliste,regards-sur-l39orient-orientalist-paintings-and-sculptures-islamic-art-pf1119,30 MAR 2011
2935,Hurouf: The Art of The Word,hurouf-the-art-of-the-word-do1001,16 DEC 2010
2936,Contemporary Art / Arab &amp; Iranian,contemporary-art-arab-iranian-l10224,20 OCT 2010
2937,Arts of the Islamic World,arts-of-the-islamic-world-l10223,06 OCT 2010
2938,A Princely Collection: Treasures from the Islamic World,a-princely-collection-treasures-from-the-islamic-world-l10225,05 OCT 2010
2939,An Exceptional Eye: A Private British Collection,an-exceptional-eye-a-private-british-collection-l10041,14 JUL 2010
2940,Regards sur l&amp;#39;Orient: Orientalist Paintings and Sculptures - Islamic Art,regards-sur-l39orient-orientalist-paintings-and-sculptures-islamic-art-pf1036,23 JUN 2010
2941,"South Asian Art, Including property from the Dartington Hall Trust",south-asian-art-including-property-from-the-dartington-hall-trust-l10222,15 JUN 2010
2942,Defining an Era: The Collection of the Late Francis Egerton and Peter Maitland,defining-an-era-the-collection-of-the-late-francis-egerton-and-peter-maitland-l10502,28 APR 2010
2943,Contemporary Art/Turkish,contemporary-artturkish-l10221,15 APR 2010
2944,Arts of The Islamic World,arts-of-the-islamic-world-l10220,14 APR 2010
2945,Contemporary Art Including Arab &amp; Iranian Art,contemporary-art-including-arab-iranian-art-l09624,16 OCT 2009
2946,Arts of the Islamic World,arts-of-the-islamic-world-l09723,07 OCT 2009
2947,Indian Art,indian-art-l09724,16 JUN 2009
2948,Arts of the Islamic World,arts-of-the-islamic-world-l09721,01 APR 2009
2949,Arts of the Islamic World,arts-of-the-islamic-world-d09004,19 MAR 2009
2950,The Pearl Carpet of Baroda,the-pearl-carpet-of-baroda-d09005,19 MAR 2009
2951,A Collection of Orientalist Art,a-collection-of-orientalist-art-d09003,18 MAR 2009
2952,Contemporary Art Turkish ,contemporary-art-turkish-l09725,04 MAR 2009
2953,"Curiosite et Haute Epoque: Furniture, Sculpture and Works of Art from an Amateur Collector",curiosite-et-haute-epoque-furniture-sculpture-and-works-of-art-from-an-amateur-collector-pf8033,25 NOV 2008
2954,Modern and Contemporary Arab and Iranian Art,modern-and-contemporary-arab-and-iranian-art-l08223,23 OCT 2008
2955,Arts of the Islamic World,arts-of-the-islamic-world-l08222,08 OCT 2008
2956,Indian Art,indian-art-l08221,02 MAY 2008
2957,Arts of the Islamic World,arts-of-the-islamic-world-l08220,09 APR 2008
2958,Modern &amp; Contemporary Arab &amp; Iranian Art Sale,modern-contemporary-arab-iranian-art-sale-l07223,24 OCT 2007
2959,"Arts of the Islamic World, including Fine Carpets and Textiles",arts-of-the-islamic-world-including-fine-carpets-and-textiles-l07222,24 OCT 2007
2960,The Indian Sale,the-indian-sale-l07221,24 MAY 2007
2961,Arts of the Islamic World,arts-of-the-islamic-world-l07220,18 APR 2007
2963,Israeli &amp; International Art,israeli-art-n09240,04 DEC 2014
2964,Israeli &amp; International Art,israeli-art-n09240,04 DEC 2014
2965,Magnificent Jewels &amp; Jadeite,magnificent-jewels-and-jadeite-hk0672,04 OCT 2016
2966,Important Jewels,important-jewels-n09550,22 SEP 2016
2967,Fine Jewels,fine-jewels-l16058,21 SEP 2016
2968,Lesedi La Rona,lesedi-la-rona-l16059,29 JUN 2016
2969,Fine Jewels,fine-jewels-n09522,10 JUN 2016
2970,Fine Jewels,fine-jewels-l16051,06 JUN 2016
2971,Magnificent Jewels and Noble Jewels,magnificent-jewels-and-noble-jewels-ge1602,17 MAY 2016
2972,Magnificent Jewels: Starring the Shirley Temple Blue Diamond,magnificent-jewels-n09495,19 APR 2016
2973,Collection Boutet de Monvel,collection-boutet-de-monvel-pf1639, 05 APR 2016—06 APR 2016
2974,Magnificent Jewels &amp; Jadeite,magnificent-jewels-and-jadeite-hk0637,05 APR 2016
2975,Fine Jewels,fine-jewels-l16050,15 MAR 2016
2976,Watches,watches-l16053,08 MAR 2016
2977,"Deborah, Duchess of Devonshire: The Last of the Mitford Sisters",deborah-duchess-devonshire-l16318,02 MAR 2016
2978,Magnificent Jewels,magnificent-jewels-n09440,09 DEC 2015
2979,Fine Jewels &amp; Jadeite,fine-jewels-jadeite-hk0599,02 DEC 2015
2980,Fine Jewels,fine-jewels-l15052,01 DEC 2015
2981,Agents of Style: Gentlemen's Accessories,agents-of-style-n09389,30 NOV 2015
2982,Magnificent Jewels and Noble Jewels,magnificent-jewels-and-noble-jewels-ge1505,11 NOV 2015
2983,Magnificent Jewels &amp; Jadeite,magnificent-jewels-and-jadeite-hk0590,07 OCT 2015
2984,"Une Collection pour l’Histoire Importants tableaux, dessins, meubles et souvenirs historiques appartenant à la Famille de France",collection-histoire-famille-france-pf1531, 29 SEP 2015—30 SEP 2015
2985,Important Jewels,important-jewels-n09400, 24 SEP 2015—25 SEP 2015
2986,Rencontres Couture à Paris de la Collection Didier Ludot,collection-didier-ludot-pf1570,08 JUL 2015
2987,Fine Jewels,fine-jewels-l15051,11 JUN 2015
2988,"The Duchess Property &amp; Precious Objects from the Estate of Mary, Duchess of Roxburghe",duchess-roxburghe-l15317, 27 MAY 2015—28 MAY 2015
2989,Magnificent Jewels and Noble Jewels,magnificent-jewels-noble-jewels-ge1502,12 MAY 2015
2990,Magnificent Jewels,magnificent-jewels-n09331,21 APR 2015
2991,Magnificent Jewels &amp; Jadeite,magnificent-jewels-and-jadeite-hk0570,06 APR 2015
2992,The New York Sale,the-new-york-sale-n09215,01 APR 2015
2993,Fine Jewels,fine-jewels-l15050,18 MAR 2015
2994,Of Royal and Noble Descent,of-royal-and-noble-descent-l15306,24 FEB 2015
2995,Important Jewels,important-jewels-n09310,05 FEB 2015
2996,Fine Jewels,fine-jewels-l14052,16 DEC 2014
2997,Magnificent Jewels,magnificent-jewels-n09234,09 DEC 2014
2998,Fine Jewels &amp; Jadeite,fine-jewels-jadeite-hk0526,27 NOV 2014
2999,Property from the Collection of Mrs. Paul Mellon: Jewels &amp; Objects of Vertu,mellon-jewelry-n09246, 20 NOV 2014—21 NOV 2014
3000,Magnificent Jewels and Noble Jewels,magnificent-jewels-ge1405,12 NOV 2014
3001,Magnificent Jewels and Jadeite,magnificent-jewels-jadeite-hk0523,07 OCT 2014
3002,Important Jewels,important-jewels-n09199,23 SEP 2014
3003,Fine Jewels,fine-jewels-l14051,16 JUL 2014
3004,Magnificent Jewels and Noble Jewels,magnificent-jewels-noble-jewels-ge1402,13 MAY 2014
3005,Magnificent Jewels,magnificent-jewels-n09132,29 APR 2014
3006,Magnificent Jewels and Jadeite,magnificent-jewels-jadeite-hk0518,07 APR 2014
3007,Fine Jewels,fine-jewels-l14050,26 MAR 2014
3008,Important Jewels,important-jewels-n09115,06 FEB 2014
3009,Of Royal and Noble Descent,royal-noble-descent-l14314,23 JAN 2014
3010,Fine Jewels,fine-jewels-l13052,12 DEC 2013
3011,Magnificent Jewels,magnificent-jewels-n09054,11 DEC 2013
3012,Midseason Jewels/Jadeite and Watches,fine-timepieces-and-jewels-hk0479,06 DEC 2013
3013,Magnificent Jewels,magnificent-jewels-ge1305,13 NOV 2013
3014,Magnificent Jewels and Jadeite,magnificent-jewels-and-jadeite-hk0478,07 OCT 2013
3015,Important Jewels,important-jewels-n09016,24 SEP 2013
3016,Fine Jewels,fine-jewels-l13051,11 JUL 2013
3017,Magnificent Jewels and Noble Jewels,magnificent-jewels-and-noble-jewels-ge1302,14 MAY 2013
3018,Magnificent Jewels,magnificent-jewels-n08980,17 APR 2013
3019,Jewels,jewels-l13050,11 APR 2013
3020,Magnificent Jewels and Jadeite,magnificent-jewels-and-jadeite-hk0462,08 APR 2013
3021,Important Jewels,important-jewels-n08965,07 FEB 2013
